p,q,midpoint,mid_mod37,mid_dr,chi_p,chi_q,chi_mid
486221,486223,486222,5,6,-1,1,0
486329,486331,486330,2,6,-1,1,0
486377,486379,486378,13,9,-1,1,0
486389,486391,486390,25,3,-1,1,0
486509,486511,486510,34,6,-1,1,0
486641,486643,486642,18,3,-1,1,0
486677,486679,486678,17,3,-1,1,0
486767,486769,486768,33,3,-1,1,0
486947,486949,486948,28,3,-1,1,0
487049,487051,487050,19,6,-1,1,0
487211,487213,487212,33,6,-1,1,0
487427,487429,487428,27,6,-1,1,0
487469,487471,487470,32,3,-1,1,0
487601,487603,487602,16,9,-1,1,0
487649,487651,487650,27,3,-1,1,0
487829,487831,487830,22,3,-1,1,0
487889,487891,487890,8,9,-1,1,0
488009,488011,488010,17,3,-1,1,0
488207,488209,488208,30,3,-1,1,0
488231,488233,488232,17,9,-1,1,0
488261,488263,488262,10,3,-1,1,0
488309,488311,488310,21,6,-1,1,0
488399,488401,488400,0,6,-1,1,0
488417,488419,488418,18,6,-1,1,0
488639,488641,488640,18,3,-1,1,0
488687,488689,488688,29,6,-1,1,0
489239,489241,489240,26,9,-1,1,0
489407,489409,489408,9,6,-1,1,0
489551,489553,489552,5,6,-1,1,0
489677,489679,489678,20,6,-1,1,0
489689,489691,489690,32,9,-1,1,0
489791,489793,489792,23,3,-1,1,0
489869,489871,489870,27,9,-1,1,0
489911,489913,489912,32,6,-1,1,0
489941,489943,489942,25,9,-1,1,0
489959,489961,489960,6,9,-1,1,0
490001,490003,490002,11,6,-1,1,0
490031,490033,490032,4,9,-1,1,0
490247,490249,490248,35,9,-1,1,0
490541,490543,490542,33,6,-1,1,0
490571,490573,490572,26,9,-1,1,0
490577,490579,490578,32,6,-1,1,0
490661,490663,490662,5,9,-1,1,0
490769,490771,490770,2,9,-1,1,0
490949,490951,490950,34,9,-1,1,0
490967,490969,490968,15,9,-1,1,0
490991,490993,490992,2,6,-1,1,0
491039,491041,491040,13,9,-1,1,0
491081,491083,491082,18,6,-1,1,0
491297,491299,491298,12,6,-1,1,0
491327,491329,491328,5,9,-1,1,0
491339,491341,491340,17,3,-1,1,0
491501,491503,491502,31,3,-1,1,0
491537,491539,491538,30,3,-1,1,0
491591,491593,491592,10,3,-1,1,0
491651,491653,491652,33,9,-1,1,0
492059,492061,492060,34,3,-1,1,0
492251,492253,492252,4,6,-1,1,0
492617,492619,492618,0,3,-1,1,0
492629,492631,492630,12,6,-1,1,0
492671,492673,492672,17,3,-1,1,0
492719,492721,492720,28,6,-1,1,0
492761,492763,492762,33,3,-1,1,0
493109,493111,493110,11,9,-1,1,0
493121,493123,493122,23,3,-1,1,0
493217,493219,493218,8,9,-1,1,0
493277,493279,493278,31,6,-1,1,0
493397,493399,493398,3,9,-1,1,0
493709,493711,493710,19,6,-1,1,0
493811,493813,493812,10,9,-1,1,0
493937,493939,493938,25,9,-1,1,0
494267,494269,494268,22,6,-1,1,0
494381,494383,494382,25,3,-1,1,0
494441,494443,494442,11,9,-1,1,0
494519,494521,494520,15,6,-1,1,0
494561,494563,494562,20,3,-1,1,0
494759,494761,494760,33,3,-1,1,0
495041,495043,495042,19,6,-1,1,0
495149,495151,495150,16,6,-1,1,0
495359,495361,495360,4,9,-1,1,0
495557,495559,495558,17,9,-1,1,0
495569,495571,495570,29,3,-1,1,0
495587,495589,495588,10,3,-1,1,0
495611,495613,495612,34,9,-1,1,0
495617,495619,495618,3,6,-1,1,0
495749,495751,495750,24,3,-1,1,0
495797,495799,495798,35,6,-1,1,0
495827,495829,495828,28,9,-1,1,0
496229,496231,496230,23,6,-1,1,0
496289,496291,496290,9,3,-1,1,0
496889,496891,496890,17,9,-1,1,0
496997,496999,496998,14,9,-1,1,0
497111,497113,497112,17,6,-1,1,0
497279,497281,497280,0,3,-1,1,0
497507,497509,497508,6,6,-1,1,0
497771,497773,497772,11,9,-1,1,0
497867,497869,497868,33,6,-1,1,0
498101,498103,498102,8,6,-1,1,0
498257,498259,498258,16,9,-1,1,0
498401,498403,498402,12,9,-1,1,0
498467,498469,498468,4,3,-1,1,0
498521,498523,498522,21,3,-1,1,0
498611,498613,498612,0,3,-1,1,0
498689,498691,498690,4,9,-1,1,0
498779,498781,498780,20,9,-1,1,0
498857,498859,498858,24,6,-1,1,0
499127,499129,499128,35,6,-1,1,0
499139,499141,499140,10,9,-1,1,0
499157,499159,499158,28,9,-1,1,0
499181,499183,499182,15,6,-1,1,0
499361,499363,499362,10,6,-1,1,0
499481,499483,499482,19,9,-1,1,0
499661,499663,499662,14,9,-1,1,0
499691,499693,499692,7,3,-1,1,0
500111,500113,500112,20,9,-1,1,0
500177,500179,500178,12,3,-1,1,0
500231,500233,500232,29,3,-1,1,0
500237,500239,500238,35,9,-1,1,0
500471,500473,500472,10,9,-1,1,0
500807,500809,500808,13,3,-1,1,0
500909,500911,500910,4,6,-1,1,0
500921,500923,500922,16,9,-1,1,0
501029,501031,501030,13,9,-1,1,0
501131,501133,501132,4,3,-1,1,0
501341,501343,501342,29,6,-1,1,0
501701,501703,501702,19,6,-1,1,0
501827,501829,501828,34,6,-1,1,0
502079,502081,502080,27,6,-1,1,0
502259,502261,502260,22,6,-1,1,0
502499,502501,502500,3,3,-1,1,0
502631,502633,502632,24,9,-1,1,0
502769,502771,502770,14,3,-1,1,0
502919,502921,502920,16,9,-1,1,0
503231,503233,503232,32,6,-1,1,0
503381,503383,503382,34,3,-1,1,0
503549,503551,503550,17,9,-1,1,0
503609,503611,503610,3,6,-1,1,0
503621,503623,503622,15,9,-1,1,0
503777,503779,503778,23,3,-1,1,0
503819,503821,503820,28,9,-1,1,0
503927,503929,503928,25,9,-1,1,0
504149,504151,504150,25,6,-1,1,0
504377,504379,504378,31,9,-1,1,0
504521,504523,504522,27,9,-1,1,0
504617,504619,504618,12,6,-1,1,0
504797,504799,504798,7,6,-1,1,0
504851,504853,504852,24,6,-1,1,0
504989,504991,504990,14,9,-1,1,0
505031,505033,505032,19,6,-1,1,0
505049,505051,505050,0,6,-1,1,0
505157,505159,505158,34,6,-1,1,0
505277,505279,505278,6,9,-1,1,0
505319,505321,505320,11,6,-1,1,0
505367,505369,505368,22,9,-1,1,0
505409,505411,505410,27,6,-1,1,0
505511,505513,505512,18,9,-1,1,0
505691,505693,505692,13,9,-1,1,0
505709,505711,505710,31,9,-1,1,0
506171,506173,506172,12,3,-1,1,0
506327,506329,506328,20,6,-1,1,0
506459,506461,506460,4,3,-1,1,0
506531,506533,506532,2,3,-1,1,0
506591,506593,506592,25,9,-1,1,0
506687,506689,506688,10,6,-1,1,0
506729,506731,506730,15,3,-1,1,0
507077,507079,507078,30,9,-1,1,0
507137,507139,507138,16,6,-1,1,0
507149,507151,507150,28,9,-1,1,0
507347,507349,507348,4,9,-1,1,0
507359,507361,507360,16,3,-1,1,0
507497,507499,507498,6,6,-1,1,0
507779,507781,507780,29,9,-1,1,0
507917,507919,507918,19,3,-1,1,0
508019,508021,508020,10,6,-1,1,0
508271,508273,508272,3,6,-1,1,0
508577,508579,508578,13,6,-1,1,0
508619,508621,508620,18,3,-1,1,0
508901,508903,508902,4,6,-1,1,0
509147,509149,509148,28,9,-1,1,0
509687,509689,509688,13,9,-1,1,0
509909,509911,509910,13,6,-1,1,0
510047,510049,510048,3,9,-1,1,0
510077,510079,510078,33,3,-1,1,0
510401,510403,510402,24,3,-1,1,0
510449,510451,510450,35,6,-1,1,0
510551,510553,510552,26,9,-1,1,0
510581,510583,510582,19,3,-1,1,0
510611,510613,510612,12,6,-1,1,0
510617,510619,510618,18,3,-1,1,0
510707,510709,510708,34,3,-1,1,0
510941,510943,510942,9,3,-1,1,0
511109,511111,511110,29,9,-1,1,0
511151,511153,511152,34,6,-1,1,0
511169,511171,511170,15,6,-1,1,0
511211,511213,511212,20,3,-1,1,0
511631,511633,511632,33,9,-1,1,0
511961,511963,511962,30,6,-1,1,0
512009,512011,512010,4,9,-1,1,0
512249,512251,512250,22,6,-1,1,0
512579,512581,512580,19,3,-1,1,0
512591,512593,512592,31,6,-1,1,0
512711,512713,512712,3,9,-1,1,0
512819,512821,512820,0,9,-1,1,0
512927,512929,512928,34,9,-1,1,0
512999,513001,513000,32,9,-1,1,0
513101,513103,513102,23,3,-1,1,0
513167,513169,513168,15,6,-1,1,0
513311,513313,513312,11,6,-1,1,0
513479,513481,513480,31,3,-1,1,0
513509,513511,513510,24,6,-1,1,0
513767,513769,513768,23,3,-1,1,0
513839,513841,513840,21,3,-1,1,0
514049,514051,514050,9,6,-1,1,0
514079,514081,514080,2,9,-1,1,0
514247,514249,514248,22,6,-1,1,0
514529,514531,514530,8,9,-1,1,0
514637,514639,514638,5,9,-1,1,0
514649,514651,514650,17,3,-1,1,0
514739,514741,514740,33,3,-1,1,0
515087,515089,515088,11,9,-1,1,0
515231,515233,515232,7,9,-1,1,0
515369,515371,515370,34,3,-1,1,0
515651,515653,515652,20,6,-1,1,0
515771,515773,515772,29,9,-1,1,0
516161,516163,516162,12,3,-1,1,0
516251,516253,516252,28,3,-1,1,0
516359,516361,516360,25,3,-1,1,0
516431,516433,516432,23,3,-1,1,0
516539,516541,516540,20,3,-1,1,0
516587,516589,516588,31,6,-1,1,0
516617,516619,516618,24,9,-1,1,0
516947,516949,516948,21,6,-1,1,0
516977,516979,516978,14,9,-1,1,0
517079,517081,517080,5,3,-1,1,0
517241,517243,517242,19,3,-1,1,0
517457,517459,517458,13,3,-1,1,0
517469,517471,517470,25,6,-1,1,0
517499,517501,517500,18,9,-1,1,0
517511,517513,517512,30,3,-1,1,0
517547,517549,517548,29,3,-1,1,0
517637,517639,517638,8,3,-1,1,0
518057,518059,518058,21,9,-1,1,0
518099,518101,518100,26,6,-1,1,0
518129,518131,518130,19,9,-1,1,0
518207,518209,518208,23,6,-1,1,0
518237,518239,518238,16,9,-1,1,0
518387,518389,518388,18,6,-1,1,0
518429,518431,518430,23,3,-1,1,0
518471,518473,518472,28,9,-1,1,0
518741,518743,518742,2,9,-1,1,0
518759,518761,518760,20,9,-1,1,0
518801,518803,518802,25,6,-1,1,0
518807,518809,518808,31,3,-1,1,0
518981,518983,518982,20,6,-1,1,0
519089,519091,519090,17,6,-1,1,0
519119,519121,519120,10,9,-1,1,0
519227,519229,519228,7,9,-1,1,0
519371,519373,519372,3,9,-1,1,0
519521,519523,519522,5,6,-1,1,0
519551,519553,519552,35,9,-1,1,0
519917,519919,519918,31,6,-1,1,0
520019,520021,520020,22,9,-1,1,0
520307,520309,520308,14,9,-1,1,0
520361,520363,520362,31,9,-1,1,0
520379,520381,520380,12,9,-1,1,0
520409,520411,520410,5,3,-1,1,0
520547,520549,520548,32,6,-1,1,0
520607,520609,520608,18,3,-1,1,0
520631,520633,520632,5,9,-1,1,0
520967,520969,520968,8,3,-1,1,0
521021,521023,521022,25,3,-1,1,0
521039,521041,521040,6,3,-1,1,0
521177,521179,521178,33,6,-1,1,0
521357,521359,521358,28,6,-1,1,0
521399,521401,521400,33,3,-1,1,0
521537,521539,521538,23,6,-1,1,0
521657,521659,521658,32,9,-1,1,0
521669,521671,521670,7,3,-1,1,0
521789,521791,521790,16,6,-1,1,0
521879,521881,521880,32,6,-1,1,0
522059,522061,522060,27,6,-1,1,0
522227,522229,522228,10,3,-1,1,0
522281,522283,522282,27,3,-1,1,0
522371,522373,522372,6,3,-1,1,0
522521,522523,522522,8,9,-1,1,0
522659,522661,522660,35,3,-1,1,0
522677,522679,522678,16,3,-1,1,0
522761,522763,522762,26,6,-1,1,0
522827,522829,522828,18,9,-1,1,0
522881,522883,522882,35,9,-1,1,0
522959,522961,522960,2,6,-1,1,0
523349,523351,523350,22,9,-1,1,0
523487,523489,523488,12,3,-1,1,0
523541,523543,523542,29,3,-1,1,0
523571,523573,523572,22,6,-1,1,0
523637,523639,523638,14,9,-1,1,0
523667,523669,523668,7,3,-1,1,0
524201,524203,524202,23,6,-1,1,0
524219,524221,524220,4,6,-1,1,0
524351,524353,524352,25,3,-1,1,0
524387,524389,524388,24,3,-1,1,0
524411,524413,524412,11,9,-1,1,0
524507,524509,524508,33,6,-1,1,0
524519,524521,524520,8,9,-1,1,0
524591,524593,524592,6,9,-1,1,0
524681,524683,524682,22,9,-1,1,0
524801,524803,524802,31,3,-1,1,0
524939,524941,524940,21,6,-1,1,0
524957,524959,524958,2,6,-1,1,0
524969,524971,524970,14,9,-1,1,0
524981,524983,524982,26,3,-1,1,0
524999,525001,525000,7,3,-1,1,0
525191,525193,525192,14,6,-1,1,0
525359,525361,525360,34,3,-1,1,0
525377,525379,525378,15,3,-1,1,0
525431,525433,525432,32,3,-1,1,0
525491,525493,525492,18,9,-1,1,0
525869,525871,525870,26,9,-1,1,0
525947,525949,525948,30,6,-1,1,0
526049,526051,526050,21,9,-1,1,0
526067,526069,526068,2,9,-1,1,0
526157,526159,526158,18,9,-1,1,0
526289,526291,526290,2,6,-1,1,0
526499,526501,526500,27,9,-1,1,0
526571,526573,526572,25,9,-1,1,0
526649,526651,526650,29,6,-1,1,0
526679,526681,526680,22,9,-1,1,0
526739,526741,526740,8,6,-1,1,0
526829,526831,526830,24,6,-1,1,0
527069,527071,527070,5,3,-1,1,0
527159,527161,527160,21,3,-1,1,0
527207,527209,527208,32,6,-1,1,0
527699,527701,527700,6,3,-1,1,0
527981,527983,527982,29,6,-1,1,0
528041,528043,528042,15,3,-1,1,0
528401,528403,528402,5,3,-1,1,0
528509,528511,528510,2,3,-1,1,0
528629,528631,528630,11,6,-1,1,0
528707,528709,528708,15,3,-1,1,0
528821,528823,528822,18,9,-1,1,0
528881,528883,528882,4,6,-1,1,0
528971,528973,528972,20,6,-1,1,0
529049,529051,529050,24,3,-1,1,0
529127,529129,529128,28,9,-1,1,0
529181,529183,529182,8,9,-1,1,0
529271,529273,529272,24,9,-1,1,0
529421,529423,529422,26,6,-1,1,0
529517,529519,529518,11,3,-1,1,0
529577,529579,529578,34,9,-1,1,0
529691,529693,529692,0,6,-1,1,0
529811,529813,529812,9,9,-1,1,0
529979,529981,529980,29,6,-1,1,0
530249,530251,530250,3,6,-1,1,0
530531,530533,530532,26,9,-1,1,0
530597,530599,530598,18,3,-1,1,0
530711,530713,530712,21,9,-1,1,0
530741,530743,530742,14,3,-1,1,0
531101,531103,531102,4,3,-1,1,0
531569,531571,531570,28,3,-1,1,0
531611,531613,531612,33,9,-1,1,0
531821,531823,531822,21,3,-1,1,0
532331,532333,532332,13,9,-1,1,0
532451,532453,532452,22,3,-1,1,0
532529,532531,532530,26,9,-1,1,0
532601,532603,532602,24,9,-1,1,0
532619,532621,532620,5,9,-1,1,0
532781,532783,532782,19,9,-1,1,0
532949,532951,532950,2,6,-1,1,0
533009,533011,533010,25,3,-1,1,0
533051,533053,533052,30,9,-1,1,0
533189,533191,533190,20,3,-1,1,0
533261,533263,533262,18,3,-1,1,0
533711,533713,533712,24,3,-1,1,0
533969,533971,533970,23,9,-1,1,0
534047,534049,534048,27,6,-1,1,0
534629,534631,534630,17,3,-1,1,0
534647,534649,534648,35,3,-1,1,0
534659,534661,534660,10,6,-1,1,0
534839,534841,534840,5,6,-1,1,0
535349,535351,535350,34,3,-1,1,0
535487,535489,535488,24,6,-1,1,0
535571,535573,535572,34,9,-1,1,0
535607,535609,535608,33,9,-1,1,0
535859,535861,535860,26,9,-1,1,0
535937,535939,535938,30,6,-1,1,0
536057,536059,536058,2,9,-1,1,0
536099,536101,536100,7,6,-1,1,0
536147,536149,536148,18,9,-1,1,0
536189,536191,536190,23,6,-1,1,0
536279,536281,536280,2,6,-1,1,0
536441,536443,536442,16,6,-1,1,0
536447,536449,536448,22,3,-1,1,0
536531,536533,536532,32,6,-1,1,0
536561,536563,536562,25,9,-1,1,0
536717,536719,536718,33,3,-1,1,0
536771,536773,536772,13,3,-1,1,0
536777,536779,536778,19,9,-1,1,0
536801,536803,536802,6,6,-1,1,0
536867,536869,536868,35,9,-1,1,0
536999,537001,537000,19,6,-1,1,0
537401,537403,537402,14,3,-1,1,0
538049,538051,538050,33,3,-1,1,0
538121,538123,538122,31,3,-1,1,0
538157,538159,538158,30,3,-1,1,0
538199,538201,538200,35,9,-1,1,0
538247,538249,538248,9,3,-1,1,0
538301,538303,538302,26,3,-1,1,0
538331,538333,538332,19,6,-1,1,0
538397,538399,538398,11,9,-1,1,0
538511,538513,538512,14,6,-1,1,0
538649,538651,538650,4,9,-1,1,0
538709,538711,538710,27,6,-1,1,0
538721,538723,538722,2,9,-1,1,0
538799,538801,538800,6,6,-1,1,0
539111,539113,539112,22,3,-1,1,0
539267,539269,539268,30,6,-1,1,0
539309,539311,539310,35,3,-1,1,0
539321,539323,539322,10,6,-1,1,0
539447,539449,539448,25,6,-1,1,0
539501,539503,539502,5,6,-1,1,0
539507,539509,539508,11,3,-1,1,0
539639,539641,539640,32,9,-1,1,0
539711,539713,539712,30,9,-1,1,0
539837,539839,539838,8,9,-1,1,0
539897,539899,539898,31,6,-1,1,0
540119,540121,540120,31,3,-1,1,0
540179,540181,540180,17,9,-1,1,0
540269,540271,540270,33,9,-1,1,0
540347,540349,540348,0,6,-1,1,0
540389,540391,540390,5,3,-1,1,0
540509,540511,540510,14,6,-1,1,0
540539,540541,540540,7,9,-1,1,0
540557,540559,540558,25,9,-1,1,0
540611,540613,540612,5,9,-1,1,0
540677,540679,540678,34,3,-1,1,0
540689,540691,540690,9,6,-1,1,0
540779,540781,540780,25,6,-1,1,0
541361,541363,541362,15,3,-1,1,0
541529,541531,541530,35,9,-1,1,0
541547,541549,541548,16,9,-1,1,0
541577,541579,541578,9,3,-1,1,0
541991,541993,541992,16,3,-1,1,0
542021,542023,542022,9,6,-1,1,0
542081,542083,542082,32,3,-1,1,0
542117,542119,542118,31,3,-1,1,0
542261,542263,542262,27,3,-1,1,0
542537,542539,542538,7,9,-1,1,0
542921,542923,542922,21,6,-1,1,0
543017,543019,543018,6,3,-1,1,0
543161,543163,543162,2,3,-1,1,0
543287,543289,543288,17,3,-1,1,0
543311,543313,543312,4,9,-1,1,0
543551,543553,543552,22,6,-1,1,0
543659,543661,543660,19,6,-1,1,0
543791,543793,543792,3,3,-1,1,0
543857,543859,543858,32,6,-1,1,0
543887,543889,543888,25,9,-1,1,0
544007,544009,544008,34,3,-1,1,0
544097,544099,544098,13,3,-1,1,0
544277,544279,544278,8,3,-1,1,0
544721,544723,544722,8,6,-1,1,0
544757,544759,544758,7,6,-1,1,0
544877,544879,544878,16,9,-1,1,0
544961,544963,544962,26,3,-1,1,0
545087,545089,545088,4,3,-1,1,0
545141,545143,545142,21,3,-1,1,0
545549,545551,545550,22,6,-1,1,0
545747,545749,545748,35,6,-1,1,0
545789,545791,545790,3,3,-1,1,0
546017,546019,546018,9,6,-1,1,0
546101,546103,546102,19,9,-1,1,0
546149,546151,546150,30,3,-1,1,0
546239,546241,546240,9,3,-1,1,0
546617,546619,546618,17,3,-1,1,0
547271,547273,547272,5,9,-1,1,0
547361,547363,547362,21,9,-1,1,0
547397,547399,547398,20,9,-1,1,0
547499,547501,547500,11,3,-1,1,0
547661,547663,547662,25,3,-1,1,0
547817,547819,547818,33,6,-1,1,0
548459,548461,548460,9,9,-1,1,0
548501,548503,548502,14,6,-1,1,0
548519,548521,548520,32,6,-1,1,0
548831,548833,548832,11,3,-1,1,0
549011,549013,549012,6,3,-1,1,0
549089,549091,549090,10,9,-1,1,0
549161,549163,549162,8,9,-1,1,0
549167,549169,549168,14,6,-1,1,0
549257,549259,549258,30,6,-1,1,0
549509,549511,549510,23,6,-1,1,0
549551,549553,549552,28,3,-1,1,0
549587,549589,549588,27,3,-1,1,0
549641,549643,549642,7,3,-1,1,0
549737,549739,549738,29,9,-1,1,0
549749,549751,549750,4,3,-1,1,0
549977,549979,549978,10,6,-1,1,0
550007,550009,550008,3,9,-1,1,0
550061,550063,550062,20,9,-1,1,0
550127,550129,550128,12,3,-1,1,0
550211,550213,550212,22,6,-1,1,0
550439,550441,550440,28,9,-1,1,0
550469,550471,550470,21,3,-1,1,0
550607,550609,550608,11,6,-1,1,0
550661,550663,550662,28,6,-1,1,0
550811,550813,550812,30,3,-1,1,0
550841,550843,550842,23,6,-1,1,0
550859,550861,550860,4,6,-1,1,0
550937,550939,550938,8,3,-1,1,0
551231,551233,551232,6,9,-1,1,0
551651,551653,551652,19,6,-1,1,0
551729,551731,551730,23,3,-1,1,0
551909,551911,551910,18,3,-1,1,0
552029,552031,552030,27,6,-1,1,0
552089,552091,552090,13,3,-1,1,0
552239,552241,552240,15,9,-1,1,0
552401,552403,552402,29,9,-1,1,0
552491,552493,552492,8,9,-1,1,0
552581,552583,552582,24,9,-1,1,0
552707,552709,552708,2,9,-1,1,0
552749,552751,552750,7,6,-1,1,0
552791,552793,552792,12,3,-1,1,0
553097,553099,553098,22,3,-1,1,0
553139,553141,553140,27,9,-1,1,0
553277,553279,553278,17,3,-1,1,0
553589,553591,553590,33,9,-1,1,0
553757,553759,553758,16,6,-1,1,0
553919,553921,553920,30,6,-1,1,0
553961,553963,553962,35,3,-1,1,0
554087,554089,554088,13,3,-1,1,0
554207,554209,554208,22,6,-1,1,0
554417,554419,554418,10,9,-1,1,0
554639,554641,554640,10,6,-1,1,0
554789,554791,554790,12,3,-1,1,0
554837,554839,554838,23,6,-1,1,0
554891,554893,554892,3,6,-1,1,0
555041,555043,555042,5,3,-1,1,0
555251,555253,555252,30,6,-1,1,0
555419,555421,555420,13,3,-1,1,0
555521,555523,555522,4,6,-1,1,0
555827,555829,555828,14,6,-1,1,0
556067,556069,556068,32,3,-1,1,0
556271,556273,556272,14,9,-1,1,0
556607,556609,556608,17,3,-1,1,0
556691,556693,556692,27,6,-1,1,0
556817,556819,556818,5,6,-1,1,0
556859,556861,556860,10,3,-1,1,0
557057,557059,557058,23,3,-1,1,0
557369,557371,557370,2,9,-1,1,0
557519,557521,557520,4,6,-1,1,0
557729,557731,557730,29,9,-1,1,0
557741,557743,557742,4,3,-1,1,0
557759,557761,557760,22,3,-1,1,0
557801,557803,557802,27,9,-1,1,0
557861,557863,557862,13,6,-1,1,0
558251,558253,558252,33,9,-1,1,0
558287,558289,558288,32,9,-1,1,0
558497,558499,558498,20,3,-1,1,0
558539,558541,558540,25,9,-1,1,0
558791,558793,558792,18,9,-1,1,0
558827,558829,558828,17,9,-1,1,0
559049,559051,559050,17,6,-1,1,0
559211,559213,559212,31,6,-1,1,0
559217,559219,559218,0,3,-1,1,0
559367,559369,559368,2,9,-1,1,0
559511,559513,559512,35,9,-1,1,0
559547,559549,559548,34,9,-1,1,0
559631,559633,559632,7,3,-1,1,0
560081,560083,560082,13,3,-1,1,0
560171,560173,560172,29,3,-1,1,0
560237,560239,560238,21,6,-1,1,0
560297,560299,560298,7,3,-1,1,0
560477,560479,560478,2,3,-1,1,0
560489,560491,560490,14,6,-1,1,0
560501,560503,560502,26,9,-1,1,0
560639,560641,560640,16,3,-1,1,0
560891,560893,560892,9,3,-1,1,0
560939,560941,560940,20,6,-1,1,0
561059,561061,561060,29,9,-1,1,0
561101,561103,561102,34,6,-1,1,0
561551,561553,561552,3,6,-1,1,0
562019,562021,562020,27,6,-1,1,0
562271,562273,562272,20,6,-1,1,0
562349,562351,562350,24,3,-1,1,0
562517,562519,562518,7,9,-1,1,0
562577,562579,562578,30,6,-1,1,0
562589,562591,562590,5,9,-1,1,0
562631,562633,562632,10,6,-1,1,0
562691,562693,562692,33,3,-1,1,0
563009,563011,563010,18,6,-1,1,0
563039,563041,563040,11,9,-1,1,0
563117,563119,563118,15,6,-1,1,0
563357,563359,563358,33,3,-1,1,0
563411,563413,563412,13,3,-1,1,0
563417,563419,563418,19,9,-1,1,0
563447,563449,563448,12,3,-1,1,0
563501,563503,563502,29,3,-1,1,0
564059,564061,564060,32,3,-1,1,0
564227,564229,564228,15,9,-1,1,0
564269,564271,564270,20,6,-1,1,0
564299,564301,564300,13,9,-1,1,0
564371,564373,564372,11,9,-1,1,0
564407,564409,564408,10,9,-1,1,0
564701,564703,564702,8,6,-1,1,0
564917,564919,564918,2,6,-1,1,0
565109,565111,565110,9,9,-1,1,0
565259,565261,565260,11,6,-1,1,0
565379,565381,565380,20,9,-1,1,0
565391,565393,565392,32,3,-1,1,0
565427,565429,565428,31,3,-1,1,0
565517,565519,565518,10,3,-1,1,0
565769,565771,565770,3,3,-1,1,0
565889,565891,565890,12,6,-1,1,0
565907,565909,565908,30,6,-1,1,0
565919,565921,565920,5,9,-1,1,0
566231,566233,566232,21,6,-1,1,0
566429,566431,566430,34,6,-1,1,0
566441,566443,566442,9,9,-1,1,0
566537,566539,566538,31,6,-1,1,0
566549,566551,566550,6,9,-1,1,0
566717,566719,566718,26,6,-1,1,0
567011,567013,567012,24,3,-1,1,0
567179,567181,567180,7,9,-1,1,0
567449,567451,567450,18,9,-1,1,0
567527,567529,567528,22,6,-1,1,0
567659,567661,567660,6,3,-1,1,0
567881,567883,567882,6,9,-1,1,0
567947,567949,567948,35,3,-1,1,0
568151,568153,568152,17,9,-1,1,0
568187,568189,568188,16,9,-1,1,0
568439,568441,568440,9,9,-1,1,0
569081,569083,569082,22,3,-1,1,0
569159,569161,569160,26,9,-1,1,0
569249,569251,569250,5,9,-1,1,0
569267,569269,569268,23,9,-1,1,0
569321,569323,569322,3,9,-1,1,0
569417,569419,569418,25,6,-1,1,0
569579,569581,569580,2,6,-1,1,0
569711,569713,569712,23,3,-1,1,0
569729,569731,569730,4,3,-1,1,0
569771,569773,569772,9,9,-1,1,0
570041,570043,570042,20,9,-1,1,0
570047,570049,570048,26,6,-1,1,0
570077,570079,570078,19,9,-1,1,0
570107,570109,570108,12,3,-1,1,0
570389,570391,570390,35,6,-1,1,0
570419,570421,570420,28,9,-1,1,0
570461,570463,570462,33,6,-1,1,0
570497,570499,570498,32,6,-1,1,0
570509,570511,570510,7,9,-1,1,0
570527,570529,570528,25,9,-1,1,0
570839,570841,570840,4,6,-1,1,0
570851,570853,570852,16,9,-1,1,0
570959,570961,570960,13,9,-1,1,0
571199,571201,571200,31,6,-1,1,0
571229,571231,571230,24,9,-1,1,0
571397,571399,571398,7,6,-1,1,0
571601,571603,571602,26,3,-1,1,0
571799,571801,571800,2,3,-1,1,0
571871,571873,571872,0,3,-1,1,0
572051,572053,572052,32,3,-1,1,0
572177,572179,572178,10,3,-1,1,0
572321,572323,572322,6,3,-1,1,0
572417,572419,572418,28,9,-1,1,0
572519,572521,572520,19,3,-1,1,0
572597,572599,572598,23,9,-1,1,0
572651,572653,572652,3,9,-1,1,0
572657,572659,572658,9,6,-1,1,0
572879,572881,572880,9,3,-1,1,0
572939,572941,572940,32,9,-1,1,0
573107,573109,573108,15,6,-1,1,0
573161,573163,573162,32,6,-1,1,0
573341,573343,573342,27,6,-1,1,0
573479,573481,573480,17,9,-1,1,0
573509,573511,573510,10,3,-1,1,0
573569,573571,573570,33,9,-1,1,0
573737,573739,573738,16,6,-1,1,0
573761,573763,573762,3,3,-1,1,0
573899,573901,573900,30,6,-1,1,0
574031,574033,574032,14,3,-1,1,0
574157,574159,574158,29,3,-1,1,0
574181,574183,574182,16,9,-1,1,0
574307,574309,574308,31,9,-1,1,0
574619,574621,574620,10,6,-1,1,0
574799,574801,574800,5,6,-1,1,0
574967,574969,574968,25,3,-1,1,0
575129,575131,575130,2,3,-1,1,0
575249,575251,575250,11,6,-1,1,0
575369,575371,575370,20,9,-1,1,0
575429,575431,575430,6,6,-1,1,0
575579,575581,575580,8,3,-1,1,0
575591,575593,575592,20,6,-1,1,0
575921,575923,575922,17,3,-1,1,0
575957,575959,575958,16,3,-1,1,0
576029,576031,576030,14,3,-1,1,0
576221,576223,576222,21,6,-1,1,0
576377,576379,576378,29,9,-1,1,0
576551,576553,576552,18,3,-1,1,0
576647,576649,576648,3,9,-1,1,0
