p,rev_p,dr_p,dr_revp,product_dr,product_in_col1,diff,diff_dr,p_mod37,revp_mod37,same_mod37,chi_p,col_p
181523,325181,2,2,4,True,143658,9,1,25,False,-1,COL2
181537,735181,7,7,4,True,553644,9,15,28,False,1,COL1
181639,936181,1,1,1,True,754542,9,6,7,False,1,COL1
181693,396181,1,1,1,True,214488,9,23,22,False,1,COL1
181757,757181,2,2,4,True,575424,9,13,13,True,-1,COL2
181759,957181,4,4,7,True,775422,9,15,28,False,1,COL1
181763,367181,8,8,1,True,185418,9,19,30,False,-1,COL2
181777,777181,4,4,7,True,595404,9,33,33,True,1,COL1
181787,787181,5,5,7,True,605394,9,6,6,True,-1,COL2
181813,318181,4,4,7,True,136368,9,32,18,False,1,COL1
181957,759181,4,4,7,True,577224,9,28,15,False,1,COL1
182027,720281,2,2,4,True,538254,9,24,2,False,-1,COL2
182029,920281,4,4,7,True,738252,9,26,17,False,1,COL1
182059,950281,7,7,4,True,768222,9,19,10,False,1,COL1
182099,990281,2,2,4,True,808182,9,22,13,False,-1,COL2
182159,951281,8,8,1,True,769122,9,8,11,False,-1,COL2
182179,971281,1,1,1,True,789102,9,28,31,False,1,COL1
182209,902281,4,4,7,True,720072,9,21,36,False,1,COL1
182243,342281,2,2,4,True,160038,9,18,31,False,-1,COL2
182503,305281,1,1,1,True,122778,9,19,31,False,1,COL1
182579,975281,5,5,7,True,792702,9,21,35,False,-1,COL2
182639,936281,2,2,4,True,753642,9,7,33,False,-1,COL2
182657,756281,2,2,4,True,573624,9,25,1,False,-1,COL2
182659,956281,4,4,7,True,773622,9,27,16,False,1,COL1
182813,318281,5,5,7,True,135468,9,33,7,False,-1,COL2
182899,998281,1,1,1,True,815382,9,8,21,False,1,COL1
182929,929281,4,4,7,True,746352,9,1,26,False,1,COL1
183167,761381,8,8,1,True,578214,9,17,32,False,-1,COL2
183247,742381,7,7,4,True,559134,9,23,13,False,1,COL1
183259,952381,1,1,1,True,769122,9,35,1,False,1,COL1
183263,362381,5,5,7,True,179118,9,2,3,False,-1,COL2
183289,982381,4,4,7,True,799092,9,28,31,False,1,COL1
183317,713381,5,5,7,True,530064,9,19,21,False,-1,COL2
183343,343381,4,4,7,True,160038,9,8,21,False,1,COL1
183437,734381,8,8,1,True,550944,9,28,5,False,-1,COL2
183509,905381,8,8,1,True,721872,9,26,28,False,-1,COL2
183527,725381,8,8,1,True,541854,9,7,33,False,-1,COL2
183637,736381,1,1,1,True,552744,9,6,7,False,1,COL1
183683,386381,2,2,4,True,202698,9,15,27,False,-1,COL2
183809,908381,2,2,4,True,724572,9,30,31,False,-1,COL2
183823,328381,7,7,4,True,144558,9,7,6,False,1,COL1
183907,709381,1,1,1,True,525474,9,17,17,True,1,COL1
183919,919381,4,4,7,True,735462,9,29,5,False,1,COL1
183943,349381,1,1,1,True,165438,9,16,27,False,1,COL1
183949,949381,7,7,4,True,765432,9,22,35,False,1,COL1
184003,300481,7,7,4,True,116478,9,2,4,False,1,COL1
184013,310481,8,8,1,True,126468,9,12,14,False,-1,COL2
184039,930481,7,7,4,True,746442,9,1,5,False,1,COL1
184043,340481,2,2,4,True,156438,9,5,7,False,-1,COL2
184157,751481,8,8,1,True,567324,9,8,11,False,-1,COL2
184187,781481,2,2,4,True,597294,9,1,4,False,-1,COL2
184189,981481,4,4,7,True,797292,9,3,19,False,1,COL1
184259,952481,2,2,4,True,768222,9,36,27,False,-1,COL2
184273,372481,7,7,4,True,188208,9,13,2,False,1,COL1
184279,972481,4,4,7,True,788202,9,19,10,False,1,COL1
184369,963481,4,4,7,True,779112,9,35,1,False,1,COL1
184417,714481,7,7,4,True,530064,9,9,11,False,1,COL1
184487,784481,5,5,7,True,599994,9,5,7,False,-1,COL2
184489,984481,7,7,4,True,799992,9,7,22,False,1,COL1
184559,955481,5,5,7,True,770922,9,3,30,False,-1,COL2
184607,706481,8,8,1,True,521874,9,14,3,False,-1,COL2
184609,906481,1,1,1,True,721872,9,16,18,False,1,COL1
184669,966481,7,7,4,True,781812,9,2,4,False,1,COL1
184703,307481,5,5,7,True,122778,9,36,11,False,-1,COL2
184823,328481,8,8,1,True,143658,9,8,32,False,-1,COL2
184859,958481,8,8,1,True,773622,9,7,33,False,-1,COL2
184903,309481,7,7,4,True,124578,9,14,13,False,1,COL1
184969,969481,1,1,1,True,784512,9,6,7,False,1,COL1
184993,399481,7,7,4,True,214488,9,30,29,False,1,COL1
184997,799481,2,2,4,True,614484,9,34,22,False,-1,COL2
185069,960581,2,2,4,True,775512,9,32,24,False,-1,COL2
185291,192581,8,8,1,True,7290,9,32,33,False,-1,COL2
185303,303581,2,2,4,True,118278,9,7,33,False,-1,COL2
185323,323581,4,4,7,True,138258,9,27,16,False,1,COL1
185363,363581,8,8,1,True,178218,9,30,19,False,-1,COL2
185369,963581,5,5,7,True,778212,9,36,27,False,-1,COL2
185483,384581,2,2,4,True,199098,9,2,3,False,-1,COL2
185491,194581,1,1,1,True,9090,9,10,35,False,1,COL1
185539,935581,4,4,7,True,750042,9,21,36,False,1,COL1
185543,345581,8,8,1,True,160038,9,25,1,False,-1,COL2
185567,765581,5,5,7,True,580014,9,12,14,False,-1,COL2
185593,395581,4,4,7,True,209988,9,1,14,False,1,COL1
185681,186581,2,2,4,True,900,9,15,27,False,-1,COL2
185693,396581,5,5,7,True,210888,9,27,15,False,-1,COL2
185723,327581,8,8,1,True,141858,9,20,20,True,-1,COL2
185797,797581,1,1,1,True,611784,9,20,9,False,1,COL1
185813,318581,8,8,1,True,132768,9,36,11,False,-1,COL2
185819,918581,5,5,7,True,732762,9,5,19,False,-1,COL2
185833,338581,1,1,1,True,152748,9,19,31,False,1,COL1
185849,948581,8,8,1,True,762732,9,35,12,False,-1,COL2
185893,398581,7,7,4,True,212688,9,5,17,False,1,COL1
185957,759581,8,8,1,True,573624,9,32,8,False,-1,COL2
186007,700681,4,4,7,True,514674,9,8,12,False,1,COL1
186103,301681,1,1,1,True,115578,9,30,20,False,1,COL1
186107,701681,5,5,7,True,515574,9,34,13,False,-1,COL2
186113,311681,2,2,4,True,125568,9,3,30,False,-1,COL2
186119,911681,8,8,1,True,725562,9,9,1,False,-1,COL2
186187,781681,4,4,7,True,595494,9,3,19,False,1,COL1
186229,922681,1,1,1,True,736452,9,8,12,False,1,COL1
186239,932681,2,2,4,True,746442,9,18,22,False,-1,COL2
186247,742681,1,1,1,True,556434,9,26,17,False,1,COL1
186259,952681,4,4,7,True,766422,9,1,5,False,1,COL1
186317,713681,8,8,1,True,527364,9,22,25,False,-1,COL2
186377,773681,5,5,7,True,587304,9,8,11,False,-1,COL2
186379,973681,7,7,4,True,787302,9,10,26,False,1,COL1
186649,946681,7,7,4,True,760032,9,21,36,False,1,COL1
186733,337681,1,1,1,True,150948,9,31,19,False,1,COL1
186773,377681,5,5,7,True,190908,9,34,22,False,-1,COL2
186799,997681,4,4,7,True,810882,9,23,13,False,1,COL1
186877,778681,1,1,1,True,591804,9,27,16,False,1,COL1
186889,988681,4,4,7,True,801792,9,2,4,False,1,COL1
186917,719681,5,5,7,True,532764,9,30,31,False,-1,COL2
186959,959681,2,2,4,True,772722,9,35,12,False,-1,COL2
187049,940781,2,2,4,True,753732,9,14,19,False,-1,COL2
187133,331781,5,5,7,True,144648,9,24,2,False,-1,COL2
187139,931781,2,2,4,True,744642,9,30,10,False,-1,COL2
187177,771781,4,4,7,True,584604,9,31,35,False,1,COL1
187217,712781,8,8,1,True,525564,9,34,13,False,-1,COL2
187223,322781,5,5,7,True,135558,9,3,30,False,-1,COL2
187303,303781,4,4,7,True,116478,9,9,11,False,1,COL1
187339,933781,4,4,7,True,746442,9,8,12,False,1,COL1
187349,943781,5,5,7,True,756432,9,18,22,False,-1,COL2
187379,973781,8,8,1,True,786402,9,11,15,False,-1,COL2
187387,783781,7,7,4,True,596394,9,19,10,False,1,COL1
187409,904781,2,2,4,True,717372,9,4,20,False,-1,COL2
187417,714781,1,1,1,True,527364,9,12,15,False,1,COL1
187423,324781,7,7,4,True,137358,9,18,32,False,1,COL1
187507,705781,1,1,1,True,518274,9,28,6,False,1,COL1
187559,955781,8,8,1,True,768222,9,6,34,False,-1,COL2
187669,966781,1,1,1,True,779112,9,5,8,False,1,COL1
187699,996781,4,4,7,True,809082,9,35,1,False,1,COL1
187763,367781,5,5,7,True,180018,9,25,1,False,-1,COL2
187823,328781,2,2,4,True,140958,9,11,36,False,-1,COL2
187883,388781,8,8,1,True,200898,9,34,22,False,-1,COL2
187897,798781,4,4,7,True,610884,9,11,25,False,1,COL1
188107,701881,7,7,4,True,513774,9,36,28,False,1,COL1
188137,731881,1,1,1,True,543744,9,29,21,False,1,COL1
188273,372881,2,2,4,True,184608,9,17,32,False,-1,COL2
188359,953881,7,7,4,True,765522,9,29,21,False,1,COL1
188389,983881,1,1,1,True,795492,9,22,14,False,1,COL1
188417,714881,2,2,4,True,526464,9,13,4,False,-1,COL2
188519,915881,5,5,7,True,727362,9,4,20,False,-1,COL2
188609,906881,5,5,7,True,718272,9,20,11,False,-1,COL2
188687,786881,2,2,4,True,598194,9,24,2,False,-1,COL2
188693,396881,8,8,1,True,208188,9,30,19,False,-1,COL2
188767,767881,1,1,1,True,579114,9,30,20,False,1,COL1
188779,977881,4,4,7,True,789102,9,5,8,False,1,COL1
188827,728881,7,7,4,True,540054,9,16,18,False,1,COL1
188863,368881,7,7,4,True,180018,9,15,28,False,1,COL1
188939,939881,2,2,4,True,750942,9,17,7,False,-1,COL2
188957,759881,2,2,4,True,570924,9,35,12,False,-1,COL2
189019,910981,1,1,1,True,721962,9,23,4,False,1,COL1
189139,931981,4,4,7,True,742842,9,32,25,False,1,COL1
189149,941981,5,5,7,True,752832,9,5,35,False,-1,COL2
189169,961981,7,7,4,True,772812,9,25,18,False,1,COL1
189199,991981,1,1,1,True,802782,9,18,11,False,1,COL1
189307,703981,1,1,1,True,514674,9,15,19,False,1,COL1
189337,733981,4,4,7,True,544644,9,8,12,False,1,COL1
189439,934981,7,7,4,True,745542,9,36,28,False,1,COL1
189473,374981,5,5,7,True,185508,9,33,23,False,-1,COL2
189491,194981,5,5,7,True,5490,9,14,28,False,-1,COL2
189493,394981,7,7,4,True,205488,9,16,6,False,1,COL1
189547,745981,7,7,4,True,556434,9,33,24,False,1,COL1
189617,716981,5,5,7,True,527364,9,29,32,False,-1,COL2
189653,356981,5,5,7,True,167328,9,28,5,False,-1,COL2
189697,796981,4,4,7,True,607284,9,35,1,False,1,COL1
189743,347981,5,5,7,True,158238,9,7,33,False,-1,COL2
189823,328981,4,4,7,True,139158,9,13,14,False,1,COL1
189913,319981,4,4,7,True,130068,9,29,5,False,1,COL1
189977,779981,5,5,7,True,590004,9,19,21,False,-1,COL2
189983,389981,2,2,4,True,199998,9,25,1,False,-1,COL2
189989,989981,8,8,1,True,799992,9,31,9,False,-1,COL2
190027,720091,1,1,1,True,530064,9,32,34,False,1,COL1
190063,360091,1,1,1,True,170028,9,31,7,False,1,COL1
190129,921091,4,4,7,True,730962,9,23,13,False,1,COL1
190159,951091,7,7,4,True,760932,9,16,6,False,1,COL1
190249,942091,7,7,4,True,751842,9,32,34,False,1,COL1
190357,753091,7,7,4,True,562734,9,29,30,False,1,COL1
190403,304091,8,8,1,True,113688,9,1,25,False,-1,COL2
190573,375091,7,7,4,True,184518,9,23,22,False,1,COL1
190577,775091,2,2,4,True,584514,9,27,15,False,-1,COL2
190649,946091,2,2,4,True,755442,9,25,1,False,-1,COL2
190667,766091,2,2,4,True,575424,9,6,6,True,-1,COL2
190717,717091,7,7,4,True,526374,9,19,31,False,1,COL1
190759,957091,4,4,7,True,766332,9,24,12,False,1,COL1
190787,787091,5,5,7,True,596304,9,15,27,False,-1,COL2
190807,708091,7,7,4,True,517284,9,35,22,False,1,COL1
190891,198091,1,1,1,True,7200,9,8,30,False,1,COL1
190909,909091,1,1,1,True,718182,9,26,1,False,1,COL1
190997,799091,8,8,1,True,608094,9,3,2,False,-1,COL2
191039,930191,5,5,7,True,739152,9,8,11,False,-1,COL2
191047,740191,4,4,7,True,549144,9,16,6,False,1,COL1
191137,731191,4,4,7,True,540054,9,32,34,False,1,COL1
191143,341191,1,1,1,True,150048,9,1,14,False,1,COL1
191173,371191,4,4,7,True,180018,9,31,7,False,1,COL1
191237,732191,5,5,7,True,540954,9,21,35,False,-1,COL2
191449,944191,1,1,1,True,752742,9,11,25,False,1,COL1
191497,794191,4,4,7,True,602694,9,22,23,False,1,COL1
191507,705191,5,5,7,True,513684,9,32,8,False,-1,COL2
191519,915191,8,8,1,True,723672,9,7,33,False,-1,COL2
191627,726191,8,8,1,True,534564,9,4,29,False,-1,COL2
191657,756191,2,2,4,True,564534,9,34,22,False,-1,COL2
191669,966191,5,5,7,True,774522,9,9,10,False,-1,COL2
191689,986191,7,7,4,True,794502,9,29,30,False,1,COL1
191707,707191,7,7,4,True,515484,9,10,10,True,1,COL1
191717,717191,8,8,1,True,525474,9,20,20,True,-1,COL2
191827,728191,1,1,1,True,536364,9,19,31,False,1,COL1
192013,310291,7,7,4,True,118278,9,20,9,False,1,COL1
192029,920291,5,5,7,True,728262,9,36,27,False,-1,COL2
192097,790291,1,1,1,True,598194,9,30,8,False,1,COL1
192113,311291,8,8,1,True,119178,9,9,10,False,-1,COL2
192173,371291,5,5,7,True,179118,9,32,33,False,-1,COL2
192193,391291,7,7,4,True,199098,9,15,16,False,1,COL1
192229,922291,7,7,4,True,730062,9,14,29,False,1,COL1
192259,952291,1,1,1,True,760032,9,7,22,False,1,COL1
192263,362291,5,5,7,True,170028,9,11,24,False,-1,COL2
192373,373291,7,7,4,True,180918,9,10,35,False,1,COL1
192383,383291,8,8,1,True,190908,9,20,8,False,-1,COL2
192463,364291,7,7,4,True,171828,9,26,26,True,1,COL1
192529,925291,1,1,1,True,732762,9,18,32,False,1,COL1
192583,385291,1,1,1,True,192708,9,35,10,False,1,COL1
192613,316291,4,4,7,True,123678,9,28,15,False,1,COL1
192617,716291,8,8,1,True,523674,9,32,8,False,-1,COL2
192697,796291,7,7,4,True,603594,9,1,14,False,1,COL1
192737,737291,2,2,4,True,544554,9,4,29,False,-1,COL2
192757,757291,4,4,7,True,564534,9,24,12,False,1,COL1
192853,358291,1,1,1,True,165438,9,9,20,False,1,COL1
192979,979291,1,1,1,True,786312,9,24,12,False,1,COL1
193093,390391,7,7,4,True,197298,9,27,4,False,1,COL1
193133,331391,2,2,4,True,138258,9,30,19,False,-1,COL2
193153,351391,4,4,7,True,158238,9,13,2,False,1,COL1
193189,981391,4,4,7,True,788202,9,12,3,False,1,COL1
193283,382391,8,8,1,True,189108,9,32,33,False,-1,COL2
193327,723391,7,7,4,True,530064,9,2,4,False,1,COL1
193337,733391,8,8,1,True,540054,9,12,14,False,-1,COL2
193367,763391,2,2,4,True,570024,9,5,7,False,-1,COL2
193423,324391,4,4,7,True,130968,9,24,12,False,1,COL1
193447,744391,1,1,1,True,550944,9,11,25,False,1,COL1
193549,945391,4,4,7,True,751842,9,2,4,False,1,COL1
193559,955391,5,5,7,True,761832,9,12,14,False,-1,COL2
193573,375391,1,1,1,True,181818,9,26,26,True,1,COL1
193649,946391,5,5,7,True,752742,9,28,5,False,-1,COL2
193763,367391,2,2,4,True,173628,9,31,18,False,-1,COL2
193789,987391,1,1,1,True,793602,9,20,9,False,1,COL1
193799,997391,2,2,4,True,803592,9,30,19,False,-1,COL2
193877,778391,8,8,1,True,584514,9,34,22,False,-1,COL2
193883,388391,5,5,7,True,194508,9,3,2,False,-1,COL2
193891,198391,4,4,7,True,4500,9,11,34,False,1,COL1
193937,739391,5,5,7,True,545454,9,20,20,True,-1,COL2
193939,939391,7,7,4,True,745452,9,22,35,False,1,COL1
193993,399391,7,7,4,True,205398,9,2,13,False,1,COL1
194003,300491,8,8,1,True,106488,9,12,14,False,-1,COL2
194017,710491,4,4,7,True,516474,9,26,17,False,1,COL1
194027,720491,5,5,7,True,526464,9,36,27,False,-1,COL2
194093,390491,8,8,1,True,196398,9,28,30,False,-1,COL2
194149,941491,1,1,1,True,747342,9,10,26,False,1,COL1
194179,971491,4,4,7,True,777312,9,3,19,False,1,COL1
194267,762491,2,2,4,True,568224,9,17,32,False,-1,COL2
194377,773491,4,4,7,True,579114,9,16,6,False,1,COL1
194413,314491,4,4,7,True,120078,9,15,28,False,1,COL1
194507,705491,8,8,1,True,510984,9,35,12,False,-1,COL2
194569,965491,7,7,4,True,770922,9,23,13,False,1,COL1
194687,786491,8,8,1,True,591804,9,30,19,False,-1,COL2
194713,317491,7,7,4,True,122778,9,19,31,False,1,COL1
194717,717491,2,2,4,True,522774,9,23,24,False,-1,COL2
194723,327491,8,8,1,True,132768,9,29,4,False,-1,COL2
194729,927491,5,5,7,True,732762,9,35,12,False,-1,COL2
194809,908491,4,4,7,True,713682,9,4,30,False,1,COL1
194839,938491,7,7,4,True,743652,9,34,23,False,1,COL1
194863,368491,4,4,7,True,173628,9,21,8,False,1,COL1
194867,768491,8,8,1,True,573624,9,25,1,False,-1,COL2
194891,198491,5,5,7,True,3600,9,12,23,False,-1,COL2
194933,339491,2,2,4,True,144558,9,17,16,False,-1,COL2
194963,369491,5,5,7,True,174528,9,10,9,False,-1,COL2
195023,320591,2,2,4,True,125568,9,33,23,False,-1,COL2
195043,340591,4,4,7,True,145548,9,16,6,False,1,COL1
195047,740591,8,8,1,True,545544,9,20,36,False,-1,COL2
195077,770591,2,2,4,True,575514,9,13,29,False,-1,COL2
195089,980591,5,5,7,True,785502,9,25,17,False,-1,COL2
195103,301591,1,1,1,True,106488,9,2,4,False,1,COL1
195277,772591,4,4,7,True,577314,9,28,31,False,1,COL1
195329,923591,2,2,4,True,728262,9,6,34,False,-1,COL2
195343,343591,7,7,4,True,148248,9,20,9,False,1,COL1
195413,314591,5,5,7,True,119178,9,16,17,False,-1,COL2
195479,974591,8,8,1,True,779112,9,8,11,False,-1,COL2
195539,935591,5,5,7,True,740052,9,31,9,False,-1,COL2
195599,995591,2,2,4,True,799992,9,17,32,False,-1,COL2
195697,796591,1,1,1,True,600894,9,4,18,False,1,COL1
195737,737591,5,5,7,True,541854,9,7,33,False,-1,COL2
195739,937591,7,7,4,True,741852,9,9,11,False,1,COL1
195743,347591,2,2,4,True,151848,9,13,13,True,-1,COL2
195809,908591,5,5,7,True,712782,9,5,19,False,-1,COL2
195893,398591,8,8,1,True,202698,9,15,27,False,-1,COL2
195913,319591,1,1,1,True,123678,9,35,22,False,1,COL1
195919,919591,7,7,4,True,723672,9,4,30,False,1,COL1
195967,769591,1,1,1,True,573624,9,15,28,False,1,COL1
195977,779591,2,2,4,True,583614,9,25,1,False,-1,COL2
196003,300691,1,1,1,True,104688,9,14,29,False,1,COL1
196117,711691,7,7,4,True,515574,9,17,33,False,1,COL1
196139,931691,2,2,4,True,735552,9,2,31,False,-1,COL2
196169,961691,5,5,7,True,765522,9,32,24,False,-1,COL2
196177,771691,4,4,7,True,575514,9,3,19,False,1,COL1
196193,391691,2,2,4,True,195498,9,19,9,False,-1,COL2
196277,772691,5,5,7,True,576414,9,29,20,False,-1,COL2
196303,303691,4,4,7,True,107388,9,18,32,False,1,COL1
196307,703691,8,8,1,True,507384,9,22,25,False,-1,COL2
196379,973691,8,8,1,True,777312,9,20,36,False,-1,COL2
196387,783691,7,7,4,True,587304,9,28,31,False,1,COL1
196477,774691,7,7,4,True,578214,9,7,22,False,1,COL1
196499,994691,2,2,4,True,798192,9,29,20,False,-1,COL2
196523,325691,8,8,1,True,129168,9,16,17,False,-1,COL2
196579,975691,1,1,1,True,779112,9,35,1,False,1,COL1
196613,316691,8,8,1,True,120078,9,32,8,False,-1,COL2
196687,786691,1,1,1,True,590004,9,32,34,False,1,COL1
196709,907691,5,5,7,True,710982,9,17,7,False,-1,COL2
196727,727691,5,5,7,True,530964,9,35,12,False,-1,COL2
196817,718691,5,5,7,True,521874,9,14,3,False,-1,COL2
196853,358691,5,5,7,True,161838,9,13,13,True,-1,COL2
196873,378691,7,7,4,True,181818,9,33,33,True,1,COL1
196907,709691,5,5,7,True,512784,9,30,31,False,-1,COL2
196919,919691,8,8,1,True,722772,9,5,19,False,-1,COL2
196993,399691,1,1,1,True,202698,9,5,17,False,1,COL1
197023,320791,4,4,7,True,123768,9,35,1,False,1,COL1
197033,330791,5,5,7,True,133758,9,8,11,False,-1,COL2
197059,950791,4,4,7,True,753732,9,34,2,False,1,COL1
197159,951791,5,5,7,True,754632,9,23,3,False,-1,COL2
197203,302791,4,4,7,True,105588,9,30,20,False,1,COL1
197233,332791,7,7,4,True,135558,9,23,13,False,1,COL1
197243,342791,8,8,1,True,145548,9,33,23,False,-1,COL2
197269,962791,7,7,4,True,765522,9,22,14,False,1,COL1
197347,743791,4,4,7,True,546444,9,26,17,False,1,COL1
197359,953791,7,7,4,True,756432,9,1,5,False,1,COL1
197383,383791,4,4,7,True,186408,9,25,27,False,1,COL1
197389,983791,1,1,1,True,786402,9,31,35,False,1,COL1
197419,914791,4,4,7,True,717372,9,24,3,False,1,COL1
197423,324791,8,8,1,True,127368,9,28,5,False,-1,COL2
197453,354791,2,2,4,True,157338,9,21,35,False,-1,COL2
197539,935791,7,7,4,True,738252,9,33,24,False,1,COL1
197569,965791,1,1,1,True,768222,9,26,17,False,1,COL1
197597,795791,2,2,4,True,598194,9,17,32,False,-1,COL2
197599,995791,4,4,7,True,798192,9,19,10,False,1,COL1
197647,746791,7,7,4,True,549144,9,30,20,False,1,COL1
197779,977791,4,4,7,True,780012,9,14,29,False,1,COL1
197837,738791,8,8,1,True,540954,9,35,12,False,-1,COL2
197909,909791,8,8,1,True,711882,9,33,35,False,-1,COL2
197927,729791,8,8,1,True,531864,9,14,3,False,-1,COL2
197963,369791,8,8,1,True,171828,9,13,13,True,-1,COL2
197969,969791,5,5,7,True,771822,9,19,21,False,-1,COL2
198047,740891,2,2,4,True,542844,9,23,3,False,-1,COL2
198073,370891,1,1,1,True,172818,9,12,3,False,1,COL1
198109,901891,1,1,1,True,703782,9,11,16,False,1,COL1
198127,721891,1,1,1,True,523764,9,29,21,False,1,COL1
198193,391891,4,4,7,True,193698,9,21,24,False,1,COL1
198197,791891,8,8,1,True,593694,9,25,17,False,-1,COL2
198223,322891,7,7,4,True,124668,9,14,29,False,1,COL1
198257,752891,5,5,7,True,554634,9,11,15,False,-1,COL2
198347,743891,5,5,7,True,545544,9,27,6,False,-1,COL2
198439,934891,7,7,4,True,736452,9,8,12,False,1,COL1
198463,364891,4,4,7,True,166428,9,32,34,False,1,COL1
198479,974891,2,2,4,True,776412,9,11,15,False,-1,COL2
198529,925891,7,7,4,True,727362,9,24,3,False,1,COL1
198553,355891,4,4,7,True,157338,9,11,25,False,1,COL1
198593,395891,8,8,1,True,197298,9,14,28,False,-1,COL2
198613,316891,1,1,1,True,118278,9,34,23,False,1,COL1
198647,746891,8,8,1,True,548244,9,31,9,False,-1,COL2
198673,376891,7,7,4,True,178218,9,20,9,False,1,COL1
198733,337891,4,4,7,True,139158,9,6,7,False,1,COL1
198823,328891,4,4,7,True,130068,9,22,35,False,1,COL1
198827,728891,8,8,1,True,530064,9,26,28,False,-1,COL2
198929,929891,2,2,4,True,730962,9,17,7,False,-1,COL2
198997,799891,7,7,4,True,600894,9,11,25,False,1,COL1
199039,930991,4,4,7,True,731952,9,16,34,False,1,COL1
199103,301991,5,5,7,True,102888,9,6,34,False,-1,COL2
199153,351991,1,1,1,True,152838,9,19,10,False,1,COL1
199207,702991,1,1,1,True,503784,9,36,28,False,1,COL1
199247,742991,5,5,7,True,543744,9,2,31,False,-1,COL2
199313,313991,8,8,1,True,114678,9,31,9,False,-1,COL2
199337,733991,5,5,7,True,534654,9,18,22,False,-1,COL2
199417,714991,4,4,7,True,515574,9,24,3,False,1,COL1
199457,754991,8,8,1,True,555534,9,27,6,False,-1,COL2
199499,994991,5,5,7,True,795492,9,32,24,False,-1,COL2
199559,955991,2,2,4,True,756432,9,18,22,False,-1,COL2
199567,765991,1,1,1,True,566424,9,26,17,False,1,COL1
199583,385991,8,8,1,True,186408,9,5,7,False,-1,COL2
199603,306991,1,1,1,True,107388,9,25,2,False,1,COL1
199669,966991,4,4,7,True,767322,9,17,33,False,1,COL1
199679,976991,5,5,7,True,777312,9,27,6,False,-1,COL2
199739,937991,2,2,4,True,738252,9,13,4,False,-1,COL2
199799,997991,8,8,1,True,798192,9,36,27,False,-1,COL2
199807,708991,7,7,4,True,509184,9,7,34,False,1,COL1
199933,339991,7,7,4,True,140058,9,22,35,False,1,COL1
300073,370003,4,4,7,True,69930,9,3,3,True,1,COL1
300119,911003,5,5,7,True,610884,9,12,26,False,-1,COL2
300163,361003,4,4,7,True,60840,9,19,31,False,1,COL1
300187,781003,1,1,1,True,480816,9,6,7,False,1,COL1
300239,932003,8,8,1,True,631764,9,21,10,False,-1,COL2
300277,772003,1,1,1,True,471726,9,22,35,False,1,COL1
300323,323003,2,2,4,True,22680,9,31,30,False,-1,COL2
300413,314003,2,2,4,True,13590,9,10,21,False,-1,COL2
300589,985003,7,7,4,True,684414,9,1,26,False,1,COL1
300649,946003,4,4,7,True,645354,9,24,24,True,1,COL1
300673,376003,1,1,1,True,75330,9,11,9,False,1,COL1
300719,917003,2,2,4,True,616284,9,20,32,False,-1,COL2
300739,937003,4,4,7,True,636264,9,3,15,False,1,COL1
300743,347003,8,8,1,True,46260,9,7,17,False,-1,COL2
300809,908003,2,2,4,True,607194,9,36,23,False,-1,COL2
300857,758003,5,5,7,True,457146,9,10,21,False,-1,COL2
300869,968003,8,8,1,True,667134,9,22,9,False,-1,COL2
300929,929003,5,5,7,True,628074,9,8,7,False,-1,COL2
300953,359003,2,2,4,True,58050,9,32,29,False,-1,COL2
300967,769003,7,7,4,True,468036,9,9,32,False,1,COL1
300977,779003,8,8,1,True,478026,9,19,5,False,-1,COL2
300997,799003,1,1,1,True,498006,9,2,25,False,1,COL1
301073,370103,5,5,7,True,69030,9,4,29,False,-1,COL2
301183,381103,7,7,4,True,79920,9,3,3,True,1,COL1
301219,912103,7,7,4,True,610884,9,2,16,False,1,COL1
301319,913103,8,8,1,True,611784,9,28,17,False,-1,COL2
301333,333103,4,4,7,True,31770,9,5,29,False,1,COL1
301409,904103,8,8,1,True,602694,9,7,8,False,-1,COL2
301459,954103,4,4,7,True,652644,9,20,21,False,1,COL1
301463,364103,8,8,1,True,62640,9,24,23,False,-1,COL2
301487,784103,5,5,7,True,482616,9,11,36,False,-1,COL2
301619,916103,2,2,4,True,614484,9,32,20,False,-1,COL2
301703,307103,5,5,7,True,5400,9,5,3,False,-1,COL2
301753,357103,1,1,1,True,55350,9,18,16,False,1,COL1
301813,318103,7,7,4,True,16290,9,4,14,False,1,COL1
301933,339103,1,1,1,True,37170,9,13,35,False,1,COL1
301979,979103,2,2,4,True,677124,9,22,9,False,-1,COL2
301997,799103,2,2,4,True,497106,9,3,14,False,-1,COL2
302123,321203,2,2,4,True,19080,9,18,6,False,-1,COL2
302143,341203,4,4,7,True,39060,9,1,26,False,1,COL1
302167,761203,1,1,1,True,459036,9,25,2,False,1,COL1
302213,312203,2,2,4,True,9990,9,34,34,True,-1,COL2
302329,923203,1,1,1,True,620874,9,2,16,False,1,COL1
302399,993203,8,8,1,True,690804,9,35,12,False,-1,COL2
302459,954203,5,5,7,True,651744,9,21,10,False,-1,COL2
302483,384203,2,2,4,True,81720,9,8,32,False,-1,COL2
302567,765203,5,5,7,True,462636,9,18,6,False,-1,COL2
302573,375203,2,2,4,True,72630,9,24,23,False,-1,COL2
302587,785203,7,7,4,True,482616,9,1,26,False,1,COL1
302597,795203,8,8,1,True,492606,9,11,36,False,-1,COL2
302609,906203,2,2,4,True,603594,9,23,36,False,-1,COL2
