p,rev_p,dr_p,dr_revp,product_dr,product_in_col1,diff,diff_dr,p_mod37,revp_mod37,same_mod37,chi_p,col_p
302629,926203,4,4,7,True,623574,9,6,19,False,1,COL1
302647,746203,4,4,7,True,443556,9,24,24,True,1,COL1
302723,327203,8,8,1,True,24480,9,26,12,False,-1,COL2
302747,747203,5,5,7,True,444456,9,13,25,False,-1,COL2
302767,767203,7,7,4,True,464436,9,33,8,False,1,COL1
302779,977203,1,1,1,True,674424,9,8,33,False,1,COL1
302833,338203,1,1,1,True,35370,9,25,23,False,1,COL1
302857,758203,7,7,4,True,455346,9,12,36,False,1,COL1
302909,909203,5,5,7,True,606294,9,27,2,False,-1,COL2
302927,729203,5,5,7,True,426276,9,8,7,False,-1,COL2
303007,700303,4,4,7,True,397296,9,14,4,False,1,COL1
303119,911303,8,8,1,True,608184,9,15,30,False,-1,COL2
303139,931303,1,1,1,True,628164,9,35,13,False,1,COL1
303143,341303,5,5,7,True,38160,9,2,15,False,-1,COL2
303217,712303,7,7,4,True,409086,9,2,16,False,1,COL1
303257,752303,2,2,4,True,449046,9,5,19,False,-1,COL2
303283,382303,1,1,1,True,79020,9,31,19,False,1,COL1
303367,763303,4,4,7,True,459936,9,4,30,False,1,COL1
303409,904303,1,1,1,True,600894,9,9,23,False,1,COL1
303463,364303,1,1,1,True,60840,9,26,1,False,1,COL1
303469,964303,7,7,4,True,660834,9,32,9,False,1,COL1
303539,935303,5,5,7,True,631764,9,28,17,False,-1,COL2
303587,785303,8,8,1,True,481716,9,2,15,False,-1,COL2
303593,395303,5,5,7,True,91710,9,8,32,False,-1,COL2
303643,346303,1,1,1,True,42660,9,21,20,False,1,COL1
303647,746303,5,5,7,True,442656,9,25,13,False,-1,COL2
303679,976303,1,1,1,True,672624,9,20,21,False,1,COL1
303683,386303,5,5,7,True,82620,9,24,23,False,-1,COL2
303803,308303,8,8,1,True,4500,9,33,19,False,-1,COL2
303817,718303,4,4,7,True,414486,9,10,22,False,1,COL1
303827,728303,5,5,7,True,424476,9,20,32,False,-1,COL2
303937,739303,7,7,4,True,435366,9,19,6,False,1,COL1
303983,389303,8,8,1,True,85320,9,28,26,False,-1,COL2
303997,799303,4,4,7,True,495306,9,5,29,False,1,COL1
304049,940403,2,2,4,True,636354,9,20,11,False,-1,COL2
304193,391403,2,2,4,True,87210,9,16,17,False,-1,COL2
304223,322403,5,5,7,True,18180,9,9,22,False,-1,COL2
304253,352403,8,8,1,True,48150,9,2,15,False,-1,COL2
304279,972403,7,7,4,True,668124,9,28,6,False,1,COL1
304349,943403,5,5,7,True,639054,9,24,14,False,-1,COL2
304363,363403,1,1,1,True,59040,9,1,26,False,1,COL1
304393,393403,4,4,7,True,89010,9,31,19,False,1,COL1
304429,924403,4,4,7,True,619974,9,30,32,False,1,COL1
304433,334403,8,8,1,True,29970,9,34,34,True,-1,COL2
304439,934403,5,5,7,True,629964,9,3,5,False,-1,COL2
304609,906403,4,4,7,True,601794,9,25,14,False,1,COL1
304729,927403,7,7,4,True,622674,9,34,35,False,1,COL1
304757,757403,8,8,1,True,452646,9,25,13,False,-1,COL2
304807,708403,4,4,7,True,403596,9,1,1,True,1,COL1
304813,318403,1,1,1,True,13590,9,7,18,False,1,COL1
304849,948403,1,1,1,True,643554,9,6,19,False,1,COL1
304879,978403,4,4,7,True,673524,9,36,12,False,1,COL1
304883,388403,8,8,1,True,83520,9,3,14,False,-1,COL2
304897,798403,4,4,7,True,493506,9,17,17,True,1,COL1
304903,309403,1,1,1,True,4500,9,23,9,False,1,COL1
304943,349403,5,5,7,True,44460,9,26,12,False,-1,COL2
304979,979403,5,5,7,True,674424,9,25,13,False,-1,COL2
305017,710503,7,7,4,True,405486,9,26,29,False,1,COL1
305093,390503,2,2,4,True,85410,9,28,5,False,-1,COL2
305119,911503,1,1,1,True,606384,9,17,8,False,1,COL1
305423,324503,8,8,1,True,19080,9,25,13,False,-1,COL2
305597,795503,2,2,4,True,489906,9,14,3,False,-1,COL2
305603,306503,8,8,1,True,900,9,20,32,False,-1,COL2
305633,336503,2,2,4,True,30870,9,13,25,False,-1,COL2
305719,917503,7,7,4,True,611784,9,25,14,False,1,COL1
305783,387503,8,8,1,True,81720,9,15,2,False,-1,COL2
305857,758503,1,1,1,True,452646,9,15,3,False,1,COL1
305867,768503,2,2,4,True,462636,9,25,13,False,-1,COL2
305873,378503,8,8,1,True,72630,9,31,30,False,-1,COL2
305917,719503,7,7,4,True,413586,9,1,1,True,1,COL1
305927,729503,8,8,1,True,423576,9,11,11,True,-1,COL2
306133,331603,7,7,4,True,25470,9,32,9,False,1,COL1
306167,761603,5,5,7,True,455436,9,29,32,False,-1,COL2
306329,923603,5,5,7,True,617274,9,6,9,False,-1,COL2
306349,943603,7,7,4,True,637254,9,26,29,False,1,COL1
306377,773603,8,8,1,True,467226,9,17,7,False,-1,COL2
306407,704603,2,2,4,True,398196,9,10,12,False,-1,COL2
306473,374603,5,5,7,True,68130,9,2,15,False,-1,COL2
306577,775603,1,1,1,True,469026,9,32,9,False,1,COL1
306749,947603,2,2,4,True,640854,9,19,33,False,-1,COL2
306763,367603,7,7,4,True,60840,9,33,8,False,1,COL1
306809,908603,8,8,1,True,601794,9,5,31,False,-1,COL2
306847,748603,1,1,1,True,441756,9,6,19,False,1,COL1
307033,330703,7,7,4,True,23670,9,7,34,False,1,COL1
307093,390703,4,4,7,True,83610,9,30,20,False,1,COL1
307129,921703,4,4,7,True,614574,9,29,33,False,1,COL1
307169,961703,8,8,1,True,654534,9,32,36,False,-1,COL2
307189,981703,1,1,1,True,674514,9,15,19,False,1,COL1
307277,772703,8,8,1,True,465426,9,29,32,False,-1,COL2
307283,382703,5,5,7,True,75420,9,35,12,False,-1,COL2
307289,982703,2,2,4,True,675414,9,4,20,False,-1,COL2
307339,933703,7,7,4,True,626364,9,17,8,False,1,COL1
307399,993703,4,4,7,True,686304,9,3,31,False,1,COL1
307589,985703,5,5,7,True,678114,9,8,23,False,-1,COL2
307633,336703,4,4,7,True,29070,9,15,3,False,1,COL1
307687,786703,4,4,7,True,479016,9,32,9,False,1,COL1
307693,396703,1,1,1,True,89010,9,1,26,False,1,COL1
307759,957703,4,4,7,True,649944,9,30,32,False,1,COL1
307817,718703,8,8,1,True,410886,9,14,15,False,-1,COL2
307919,919703,2,2,4,True,611784,9,5,31,False,-1,COL2
308137,731803,4,4,7,True,423666,9,1,17,False,1,COL1
308153,351803,2,2,4,True,43650,9,17,7,False,-1,COL2
308293,392803,7,7,4,True,84510,9,9,11,False,1,COL1
308309,903803,5,5,7,True,595494,9,25,4,False,-1,COL2
308323,323803,1,1,1,True,15480,9,2,16,False,1,COL1
308327,723803,5,5,7,True,415476,9,6,9,False,-1,COL2
308333,333803,2,2,4,True,25470,9,12,26,False,-1,COL2
308437,734803,7,7,4,True,426366,9,5,20,False,1,COL1
308509,905803,7,7,4,True,597294,9,3,6,False,1,COL1
308587,785803,4,4,7,True,477216,9,7,34,False,1,COL1
308597,795803,5,5,7,True,487206,9,17,7,False,-1,COL2
308923,329803,7,7,4,True,20880,9,10,22,False,1,COL1
308989,989803,1,1,1,True,680814,9,2,16,False,1,COL1
309079,970903,1,1,1,True,661824,9,18,23,False,1,COL1
309107,701903,2,2,4,True,392796,9,9,13,False,-1,COL2
309193,391903,7,7,4,True,82710,9,21,36,False,1,COL1
309269,962903,2,2,4,True,653634,9,23,15,False,-1,COL2
309277,772903,1,1,1,True,463626,9,31,10,False,1,COL1
309289,982903,4,4,7,True,673614,9,6,35,False,1,COL1
309317,713903,5,5,7,True,404586,9,34,25,False,-1,COL2
309457,754903,1,1,1,True,445446,9,26,29,False,1,COL1
309539,935903,2,2,4,True,626364,9,34,25,False,-1,COL2
309599,995903,8,8,1,True,686304,9,20,11,False,-1,COL2
309623,326903,5,5,7,True,17280,9,7,8,False,-1,COL2
309629,926903,2,2,4,True,617274,9,13,16,False,-1,COL2
309637,736903,1,1,1,True,427266,9,21,11,False,1,COL1
309713,317903,5,5,7,True,8190,9,23,36,False,-1,COL2
309769,967903,7,7,4,True,658134,9,5,20,False,1,COL1
309853,358903,1,1,1,True,49050,9,15,3,False,1,COL1
309877,778903,7,7,4,True,469026,9,2,16,False,1,COL1
310127,721013,5,5,7,True,410886,9,30,31,False,-1,COL2
310129,921013,7,7,4,True,610884,9,32,9,False,1,COL1
310223,322013,2,2,4,True,11790,9,15,2,False,-1,COL2
310273,372013,7,7,4,True,61740,9,28,15,False,1,COL1
310507,705013,7,7,4,True,394506,9,3,15,False,1,COL1
310547,745013,2,2,4,True,434466,9,6,18,False,-1,COL2
310627,726013,1,1,1,True,415386,9,12,36,False,1,COL1
310643,346013,8,8,1,True,35370,9,28,26,False,-1,COL2
310663,366013,1,1,1,True,55350,9,11,9,False,1,COL1
310729,927013,4,4,7,True,616284,9,3,15,False,1,COL1
310733,337013,8,8,1,True,26280,9,7,17,False,-1,COL2
310789,987013,1,1,1,True,676224,9,26,1,False,1,COL1
310867,768013,7,7,4,True,457146,9,30,4,False,1,COL1
311137,731113,7,7,4,True,419976,9,4,30,False,1,COL1
311279,972113,5,5,7,True,660834,9,35,12,False,-1,COL2
311293,392113,1,1,1,True,80820,9,12,24,False,1,COL1
311299,992113,7,7,4,True,680814,9,18,32,False,1,COL1
311447,744113,2,2,4,True,432666,9,18,6,False,-1,COL2
311533,335113,7,7,4,True,23580,9,30,4,False,1,COL1
311537,735113,2,2,4,True,423576,9,34,34,True,-1,COL2
311539,935113,4,4,7,True,623574,9,36,12,False,1,COL1
311569,965113,7,7,4,True,653544,9,29,5,False,1,COL1
311653,356113,1,1,1,True,44460,9,2,25,False,1,COL1
311659,956113,7,7,4,True,644454,9,8,33,False,1,COL1
311747,747113,5,5,7,True,435366,9,22,9,False,-1,COL2
311827,728113,4,4,7,True,416286,9,28,27,False,1,COL1
311869,968113,1,1,1,True,656244,9,33,8,False,1,COL1
311957,759113,8,8,1,True,447156,9,10,21,False,-1,COL2
312023,320213,2,2,4,True,8190,9,2,15,False,-1,COL2
312073,370213,7,7,4,True,58140,9,15,28,False,1,COL1
312289,982213,7,7,4,True,669924,9,9,11,False,1,COL1
312349,943213,4,4,7,True,630864,9,32,9,False,1,COL1
312407,704213,8,8,1,True,391806,9,16,29,False,-1,COL2
312413,314213,5,5,7,True,1800,9,22,9,False,-1,COL2
312469,964213,7,7,4,True,651744,9,4,30,False,1,COL1
312509,905213,2,2,4,True,592704,9,7,8,False,-1,COL2
312563,365213,2,2,4,True,52650,9,24,23,False,-1,COL2
312589,985213,1,1,1,True,672624,9,13,14,False,1,COL1
312619,916213,4,4,7,True,603594,9,6,19,False,1,COL1
312709,907213,4,4,7,True,594504,9,22,10,False,1,COL1
312887,788213,2,2,4,True,475326,9,15,2,False,-1,COL2
312899,998213,5,5,7,True,685314,9,27,27,True,-1,COL2
313163,361313,8,8,1,True,48150,9,32,8,False,-1,COL2
313207,702313,7,7,4,True,389106,9,2,16,False,1,COL1
313249,942313,4,4,7,True,629064,9,7,34,False,1,COL1
313273,372313,1,1,1,True,59040,9,31,19,False,1,COL1
313343,343313,8,8,1,True,29970,9,27,27,True,-1,COL2
313477,774313,7,7,4,True,460836,9,13,14,False,1,COL1
313517,715313,2,2,4,True,401796,9,16,29,False,-1,COL2
313567,765313,7,7,4,True,451746,9,29,5,False,1,COL1
313669,966313,1,1,1,True,652644,9,20,21,False,1,COL1
313727,727313,5,5,7,True,413586,9,4,4,True,-1,COL2
313763,367313,5,5,7,True,53550,9,3,14,False,-1,COL2
313777,777313,1,1,1,True,463536,9,17,17,True,1,COL1
313783,387313,7,7,4,True,73530,9,23,34,False,1,COL1
313829,928313,8,8,1,True,614484,9,32,20,False,-1,COL2
313853,358313,5,5,7,True,44460,9,19,5,False,-1,COL2
313883,388313,8,8,1,True,74430,9,12,35,False,-1,COL2
313889,988313,5,5,7,True,674424,9,18,6,False,-1,COL2
313979,979313,5,5,7,True,665334,9,34,34,True,-1,COL2
313997,799313,5,5,7,True,485316,9,15,2,False,-1,COL2
314107,701413,7,7,4,True,387306,9,14,4,False,1,COL1
314137,731413,1,1,1,True,417276,9,7,34,False,1,COL1
314159,951413,5,5,7,True,637254,9,29,32,False,-1,COL2
314219,912413,2,2,4,True,598194,9,15,30,False,-1,COL2
314239,932413,4,4,7,True,618174,9,35,13,False,1,COL1
314243,342413,8,8,1,True,28170,9,2,15,False,-1,COL2
314257,752413,4,4,7,True,438156,9,16,18,False,1,COL1
314497,794413,1,1,1,True,479916,9,34,23,False,1,COL1
314543,345413,2,2,4,True,30870,9,6,18,False,-1,COL2
314627,726413,5,5,7,True,411786,9,16,29,False,-1,COL2
314693,396413,8,8,1,True,81720,9,8,32,False,-1,COL2
314779,977413,4,4,7,True,662634,9,20,21,False,1,COL1
314879,978413,5,5,7,True,663534,9,9,22,False,-1,COL2
314917,719413,7,7,4,True,404496,9,10,22,False,1,COL1
314927,729413,8,8,1,True,414486,9,20,32,False,-1,COL2
314933,339413,5,5,7,True,24480,9,26,12,False,-1,COL2
315047,740513,2,2,4,True,425466,9,29,32,False,-1,COL2
315097,790513,7,7,4,True,475416,9,5,8,False,1,COL1
315109,901513,1,1,1,True,586404,9,17,8,False,1,COL1
315179,971513,8,8,1,True,656334,9,13,4,False,-1,COL2
315223,322513,7,7,4,True,7290,9,20,21,False,1,COL1
315247,742513,4,4,7,True,427266,9,7,34,False,1,COL1
315257,752513,5,5,7,True,437256,9,17,7,False,-1,COL2
315389,983513,2,2,4,True,668124,9,1,16,False,-1,COL2
315409,904513,4,4,7,True,589104,9,21,11,False,1,COL1
315529,925513,7,7,4,True,609984,9,30,32,False,1,COL1
315593,395513,8,8,1,True,79920,9,20,20,True,-1,COL2
315599,995513,5,5,7,True,679914,9,26,28,False,-1,COL2
315677,776513,2,2,4,True,460836,9,30,31,False,-1,COL2
315743,347513,5,5,7,True,31770,9,22,9,False,-1,COL2
315779,977513,5,5,7,True,661734,9,21,10,False,-1,COL2
315829,928513,1,1,1,True,612684,9,34,35,False,1,COL1
315899,998513,8,8,1,True,682614,9,30,31,False,-1,COL2
315937,739513,1,1,1,True,423576,9,31,31,True,1,COL1
315949,949513,4,4,7,True,633564,9,6,19,False,1,COL1
316073,370613,2,2,4,True,54540,9,19,21,False,-1,COL2
316087,780613,7,7,4,True,464526,9,33,24,False,1,COL1
316097,790613,8,8,1,True,474516,9,6,34,False,-1,COL2
316109,901613,2,2,4,True,585504,9,18,34,False,-1,COL2
316133,331613,8,8,1,True,15480,9,5,19,False,-1,COL2
316193,391613,5,5,7,True,75420,9,28,5,False,-1,COL2
316223,322613,8,8,1,True,6390,9,21,10,False,-1,COL2
316297,792613,1,1,1,True,476316,9,21,36,False,1,COL1
316339,933613,7,7,4,True,617274,9,26,29,False,1,COL1
316373,373613,5,5,7,True,57240,9,23,24,False,-1,COL2
316439,934613,8,8,1,True,618174,9,15,30,False,-1,COL2
316507,705613,4,4,7,True,389106,9,9,23,False,1,COL1
316567,765613,1,1,1,True,449046,9,32,9,False,1,COL1
316577,775613,2,2,4,True,459036,9,5,19,False,-1,COL2
316633,336613,4,4,7,True,19980,9,24,24,True,1,COL1
316753,357613,7,7,4,True,40860,9,33,8,False,1,COL1
316783,387613,1,1,1,True,70830,9,26,1,False,1,COL1
316819,918613,1,1,1,True,601794,9,25,14,False,1,COL1
316847,748613,2,2,4,True,431766,9,16,29,False,-1,COL2
316853,358613,8,8,1,True,41760,9,22,9,False,-1,COL2
316919,919613,2,2,4,True,602694,9,14,15,False,-1,COL2
317047,740713,4,4,7,True,423666,9,31,10,False,1,COL1
317179,971713,1,1,1,True,654534,9,15,19,False,1,COL1
317189,981713,2,2,4,True,664524,9,25,29,False,-1,COL2
317227,722713,4,4,7,True,405486,9,26,29,False,1,COL1
317333,333713,2,2,4,True,16380,9,21,10,False,-1,COL2
317419,914713,7,7,4,True,597294,9,33,36,False,1,COL1
317459,954713,2,2,4,True,637254,9,36,2,False,-1,COL2
317599,995713,7,7,4,True,678114,9,28,6,False,1,COL1
317609,906713,8,8,1,True,589104,9,1,28,False,-1,COL2
317617,716713,7,7,4,True,399096,9,9,23,False,1,COL1
317663,366713,8,8,1,True,49050,9,18,6,False,-1,COL2
317693,396713,2,2,4,True,79020,9,11,36,False,-1,COL2
317789,987713,8,8,1,True,669924,9,33,35,False,-1,COL2
317827,728713,1,1,1,True,410886,9,34,35,False,1,COL1
317839,938713,4,4,7,True,620874,9,9,23,False,1,COL1
317857,758713,4,4,7,True,440856,9,27,28,False,1,COL1
317969,969713,8,8,1,True,651744,9,28,17,False,-1,COL2
317983,389713,4,4,7,True,71730,9,5,29,False,1,COL1
317987,789713,8,8,1,True,471726,9,9,22,False,-1,COL2
318077,770813,8,8,1,True,452736,9,25,29,False,-1,COL2
318229,922813,7,7,4,True,604584,9,29,33,False,1,COL1
318259,952813,1,1,1,True,634554,9,22,26,False,1,COL1
318337,733813,7,7,4,True,415476,9,26,29,False,1,COL1
318419,914813,8,8,1,True,596394,9,34,25,False,-1,COL2
318523,325813,4,4,7,True,7290,9,27,28,False,1,COL1
318557,755813,2,2,4,True,437256,9,24,14,False,-1,COL2
318559,955813,4,4,7,True,637254,9,26,29,False,1,COL1
318677,776813,5,5,7,True,458136,9,33,35,False,-1,COL2
318743,347813,8,8,1,True,29070,9,25,13,False,-1,COL2
318809,908813,2,2,4,True,590004,9,17,19,False,-1,COL2
318817,718813,1,1,1,True,399996,9,25,14,False,1,COL1
318823,328813,7,7,4,True,9990,9,31,31,True,1,COL1
318883,388813,4,4,7,True,69930,9,17,17,True,1,COL1
318917,719813,2,2,4,True,400896,9,14,15,False,-1,COL2
319027,720913,4,4,7,True,401886,9,13,5,False,1,COL1
319037,730913,5,5,7,True,411876,9,23,15,False,-1,COL2
319049,940913,8,8,1,True,621864,9,35,3,False,-1,COL2
319117,711913,4,4,7,True,392796,9,29,33,False,1,COL1
319129,921913,7,7,4,True,602784,9,4,21,False,1,COL1
319147,741913,7,7,4,True,422766,9,22,26,False,1,COL1
319327,723913,7,7,4,True,404586,9,17,8,False,1,COL1
319343,343913,5,5,7,True,24570,9,33,35,False,-1,COL2
319399,993913,7,7,4,True,674514,9,15,19,False,1,COL1
319469,964913,5,5,7,True,645444,9,11,27,False,-1,COL2
319483,384913,1,1,1,True,65430,9,25,2,False,1,COL1
319489,984913,7,7,4,True,665424,9,31,10,False,1,COL1
319499,994913,8,8,1,True,675414,9,4,20,False,-1,COL2
319567,765913,4,4,7,True,446346,9,35,13,False,1,COL1
319607,706913,8,8,1,True,387306,9,1,28,False,-1,COL2
319819,918913,4,4,7,True,599094,9,28,18,False,1,COL1
319829,928913,5,5,7,True,609084,9,1,28,False,-1,COL2
319919,919913,5,5,7,True,599994,9,17,19,False,-1,COL2
319927,729913,4,4,7,True,409986,9,25,14,False,1,COL1
319973,379913,5,5,7,True,59940,9,34,34,True,-1,COL2
319993,399913,7,7,4,True,79920,9,17,17,True,1,COL1
320027,720023,5,5,7,True,399996,9,14,3,False,-1,COL2
320063,360023,5,5,7,True,39960,9,13,13,True,-1,COL2
320107,701023,4,4,7,True,380916,9,20,21,False,1,COL1
320119,911023,7,7,4,True,590904,9,32,9,False,1,COL1
320149,941023,1,1,1,True,620874,9,25,2,False,1,COL1
320153,351023,5,5,7,True,30870,9,29,4,False,-1,COL2
320237,732023,8,8,1,True,411786,9,2,15,False,-1,COL2
320273,372023,8,8,1,True,51750,9,1,25,False,-1,COL2
320329,923023,1,1,1,True,602694,9,20,21,False,1,COL1
320377,773023,4,4,7,True,452646,9,31,19,False,1,COL1
320387,783023,5,5,7,True,462636,9,4,29,False,-1,COL2
320477,774023,5,5,7,True,453546,9,20,20,True,-1,COL2
320539,935023,4,4,7,True,614484,9,8,33,False,1,COL1
320609,906023,2,2,4,True,585414,9,4,4,True,-1,COL2
320627,726023,2,2,4,True,405396,9,22,9,False,-1,COL2
320647,746023,4,4,7,True,425376,9,5,29,False,1,COL1
320657,756023,5,5,7,True,435366,9,15,2,False,-1,COL2
320839,938023,7,7,4,True,617184,9,12,36,False,1,COL1
320927,729023,5,5,7,True,408096,9,26,12,False,-1,COL2
321047,740123,8,8,1,True,419076,9,35,12,False,-1,COL2
321077,770123,2,2,4,True,449046,9,28,5,False,-1,COL2
321143,341123,5,5,7,True,19980,9,20,20,True,-1,COL2
321169,961123,4,4,7,True,639954,9,9,11,False,1,COL1
321227,722123,8,8,1,True,400896,9,30,31,False,-1,COL2
321323,323123,5,5,7,True,1800,9,15,2,False,-1,COL2
321329,923123,2,2,4,True,601794,9,21,10,False,-1,COL2
321367,763123,4,4,7,True,441756,9,22,35,False,1,COL1
321397,793123,7,7,4,True,471726,9,15,28,False,1,COL1
321427,724123,1,1,1,True,402696,9,8,33,False,1,COL1
321449,944123,5,5,7,True,622674,9,30,31,False,-1,COL2
321509,905123,2,2,4,True,583614,9,16,29,False,-1,COL2
321617,716123,2,2,4,True,394506,9,13,25,False,-1,COL2
321799,997123,4,4,7,True,675324,9,10,10,True,1,COL1
322057,750223,1,1,1,True,428166,9,9,11,False,1,COL1
322093,390223,1,1,1,True,68130,9,8,21,False,1,COL1
322229,922223,2,2,4,True,599994,9,33,35,False,-1,COL2
322249,942223,4,4,7,True,619974,9,16,18,False,1,COL1
322417,714223,1,1,1,True,391806,9,36,12,False,1,COL1
322463,364223,2,2,4,True,41760,9,8,32,False,-1,COL2
322519,915223,4,4,7,True,592704,9,27,28,False,1,COL1
322559,955223,8,8,1,True,632664,9,30,31,False,-1,COL2
322573,375223,4,4,7,True,52650,9,7,6,False,1,COL1
322583,385223,5,5,7,True,62640,9,17,16,False,-1,COL2
322633,336223,1,1,1,True,13590,9,30,4,False,1,COL1
322649,946223,8,8,1,True,623574,9,9,22,False,-1,COL2
322709,907223,5,5,7,True,584514,9,32,20,False,-1,COL2
322747,747223,7,7,4,True,424476,9,33,8,False,1,COL1
322807,708223,4,4,7,True,385416,9,19,6,False,1,COL1
322877,778223,2,2,4,True,455346,9,15,2,False,-1,COL2
322919,919223,8,8,1,True,596304,9,20,32,False,-1,COL2
322997,799223,5,5,7,True,476226,9,24,23,False,-1,COL2
323087,780323,5,5,7,True,457236,9,3,30,False,-1,COL2
323093,390323,2,2,4,True,67230,9,9,10,False,-1,COL2
323149,941323,4,4,7,True,618174,9,28,6,False,1,COL1
323207,702323,8,8,1,True,379116,9,12,26,False,-1,COL2
323333,333323,8,8,1,True,9990,9,27,27,True,-1,COL2
323369,963323,8,8,1,True,639954,9,26,28,False,-1,COL2
323579,975323,2,2,4,True,651744,9,14,3,False,-1,COL2
323597,795323,2,2,4,True,471726,9,32,8,False,-1,COL2
323623,326323,1,1,1,True,2700,9,21,20,False,1,COL1
323699,996323,5,5,7,True,672624,9,23,24,False,-1,COL2
323717,717323,5,5,7,True,393606,9,4,4,True,-1,COL2
323767,767323,1,1,1,True,443556,9,17,17,True,1,COL1
323879,978323,5,5,7,True,654444,9,18,6,False,-1,COL2
323933,339323,5,5,7,True,15390,9,35,33,False,-1,COL2
323987,789323,5,5,7,True,465336,9,15,2,False,-1,COL2
324053,350423,8,8,1,True,26370,9,7,33,False,-1,COL2
324067,760423,4,4,7,True,436356,9,21,36,False,1,COL1
324073,370423,1,1,1,True,46350,9,27,16,False,1,COL1
324089,980423,8,8,1,True,656334,9,6,34,False,-1,COL2
324143,341423,8,8,1,True,17280,9,23,24,False,-1,COL2
324293,392423,5,5,7,True,68130,9,25,1,False,-1,COL2
324437,734423,5,5,7,True,409986,9,21,10,False,-1,COL2
324469,964423,1,1,1,True,639954,9,16,18,False,1,COL1
324517,715423,4,4,7,True,390906,9,27,28,False,1,COL1
324529,925423,7,7,4,True,600894,9,2,16,False,1,COL1
324587,785423,2,2,4,True,460836,9,23,24,False,-1,COL2
324869,968423,5,5,7,True,643554,9,9,22,False,-1,COL2
324893,398423,2,2,4,True,73530,9,33,7,False,-1,COL2
324949,949423,4,4,7,True,624474,9,15,3,False,1,COL1
324979,979423,7,7,4,True,654444,9,8,33,False,1,COL1
325019,910523,2,2,4,True,585504,9,11,27,False,-1,COL2
325133,331523,8,8,1,True,6390,9,14,3,False,-1,COL2
325163,361523,2,2,4,True,36360,9,7,33,False,-1,COL2
325187,781523,8,8,1,True,456336,9,31,9,False,-1,COL2
325189,981523,1,1,1,True,656334,9,33,24,False,1,COL1
325219,912523,4,4,7,True,587304,9,26,29,False,1,COL1
325379,973523,2,2,4,True,648144,9,1,16,False,-1,COL2
325439,934523,8,8,1,True,609084,9,24,14,False,-1,COL2
325463,364523,5,5,7,True,39060,9,11,36,False,-1,COL2
325477,774523,1,1,1,True,449046,9,25,2,False,1,COL1
325517,715523,5,5,7,True,390006,9,28,17,False,-1,COL2
325607,706523,5,5,7,True,380916,9,7,8,False,-1,COL2
325693,396523,1,1,1,True,70830,9,19,31,False,1,COL1
